,IDFecha,IDTipoVuelo,IDTipoTrafico,IDEmpresa,IDEquipo,IDAeropuertoOrigen,IDAeropuertoDestino,Vuelos,Pasajeros,CargaBordo,TotalSillas,TotalCarga,ID
25525,26,3,0,34,104,484,206,2,5,0.0,5,0,25525
25526,43,3,0,34,104,484,206,1,5,0.0,5,0,25526
25527,42,3,0,34,104,484,206,2,8,0.0,8,0,25527
25528,62,3,0,34,104,484,504,1,3,0.0,3,0,25528
25529,69,3,0,34,104,484,504,2,3,0.0,3,0,25529
25530,68,3,0,34,104,484,504,2,7,0.0,7,0,25530
25531,25,3,0,34,104,484,206,2,2,0.0,2,0,25531
25532,32,3,0,34,104,484,206,1,3,0.0,3,0,25532
25533,1,3,0,34,104,484,206,1,5,0.0,5,0,25533
25534,31,3,0,34,104,484,206,1,4,0.0,4,0,25534
25535,82,3,0,34,104,782,802,2,3,0.0,3,0,25535
25536,46,3,0,34,104,484,206,2,4,0.0,4,0,25536
25537,2,3,0,34,104,484,206,1,5,0.0,5,0,25537
25538,7,3,0,34,104,484,206,1,4,0.0,4,0,25538
25539,83,3,0,34,104,782,802,1,2,0.0,2,0,25539
25540,56,3,0,34,104,484,206,2,9,0.0,9,0,25540
25541,40,3,0,34,104,484,206,1,1,0.0,1,0,25541
25542,46,3,0,29,104,484,206,1,3,78.0,3,78,25542
25543,23,3,0,29,104,484,206,2,5,137.0,5,137,25543
25544,44,3,0,29,104,484,206,2,5,141.0,5,141,25544
25545,62,3,0,29,104,484,504,1,1,35.0,1,35,25545
25546,17,3,0,29,104,484,206,1,2,73.0,2,73,25546
25547,69,3,0,29,104,484,504,1,4,125.0,4,125,25547
25548,52,3,0,29,104,484,206,1,2,66.0,2,66,25548
25549,67,3,0,29,104,484,504,1,2,176.0,2,176,25549
25550,49,3,0,29,104,484,206,2,4,150.0,4,150,25550
25551,36,3,0,29,53,484,206,1,2,59.0,2,59,25551
25552,47,3,0,29,53,484,206,1,2,72.0,2,72,25552
25553,61,3,0,29,53,484,504,1,2,67.0,2,67,25553
25554,78,3,0,48,25,782,802,1,5,30.0,5,30,25554
25555,82,2,0,72,76,782,802,1,1,0.0,50,1200,25555
25556,67,3,0,34,63,484,504,1,3,0.0,3,0,25556
25557,81,3,0,42,89,818,802,1,16,0.0,16,0,25557
25558,62,3,0,29,106,520,504,1,2,112.0,2,112,25558
25559,80,3,0,34,104,818,802,1,0,0.0,0,0,25559
25560,46,3,0,29,53,222,206,1,2,78.0,2,78,25560
25561,58,3,0,29,53,222,206,1,1,75.0,1,75,25561
25562,63,3,0,29,53,520,504,1,2,105.0,2,105,25562
25563,17,3,0,29,53,222,206,1,2,73.0,2,73,25563
25564,60,3,0,29,53,520,504,1,1,100.0,1,100,25564
25565,61,3,0,29,53,520,504,1,2,21.0,2,21,25565
25566,19,3,0,29,53,222,206,1,2,62.0,2,62,25566
25567,48,3,0,29,53,222,206,1,2,65.0,2,65,25567
25568,59,3,0,29,53,222,206,3,6,237.0,6,237,25568
25569,68,3,0,68,89,462,504,2,19,0.0,19,0,25569
25570,43,3,0,70,24,167,206,1,16,286.0,16,286,25570
25571,65,3,0,29,106,455,504,1,2,15.0,2,15,25571
25572,13,3,0,68,89,211,206,1,2,0.0,2,0,25572
25573,16,3,0,66,56,211,206,1,2,60.0,2,60,25573
25574,43,3,0,4,61,211,206,1,0,700.0,0,700,25574
25575,27,3,0,70,24,211,206,1,1,300.0,1,300,25575
25576,32,3,0,3,106,214,206,1,2,25.0,2,25,25576
25577,48,3,0,55,106,214,206,1,0,0.0,0,0,25577
25578,48,3,0,55,55,214,206,1,0,0.0,0,0,25578
25579,43,3,0,85,55,214,206,1,2,300.0,2,300,25579
25580,40,3,0,55,62,214,206,1,1,0.0,1,0,25580
25581,53,3,0,55,62,214,206,1,0,0.0,0,0,25581
25582,47,3,0,55,14,214,206,1,0,136.0,0,136,25582
25583,62,3,0,55,14,512,504,1,0,0.0,0,0,25583
25584,55,3,0,55,104,214,206,1,0,0.0,0,0,25584
25585,41,3,0,55,104,214,206,1,1,0.0,1,0,25585
25586,61,3,0,64,42,494,504,1,5,100.0,5,100,25586
25587,72,3,0,64,42,792,802,1,2,0.0,2,0,25587
25588,76,3,0,50,42,792,802,2,11,0.0,11,0,25588
25589,57,3,0,50,42,196,206,1,6,0.0,6,0,25589
25590,63,3,0,50,42,494,504,1,4,0.0,4,0,25590
25591,58,3,0,50,42,196,206,1,4,0.0,4,0,25591
25592,66,3,0,50,42,494,504,1,9,0.0,9,0,25592
25593,79,3,0,50,42,792,802,2,15,0.0,15,0,25593
25594,61,1,0,72,20,494,504,1,17,77.0,46,1500,25594
25595,58,1,0,72,20,196,206,3,79,115.0,138,4500,25595
25596,59,1,0,72,20,196,206,8,304,144.0,366,12000,25596
25597,62,1,0,72,20,494,504,2,91,120.0,94,3000,25597
25598,51,1,0,72,20,196,206,1,37,0.0,46,1500,25598
25599,60,1,0,72,20,494,504,4,119,26.0,184,6000,25599
25600,66,2,0,72,20,494,504,10,437,110.0,464,15000,25600
25601,53,2,0,72,20,196,206,12,497,832.0,553,17700,25601
25602,63,2,0,72,20,494,504,9,311,241.0,412,13500,25602
25603,76,2,0,72,20,792,802,10,419,26.0,480,15000,25603
25604,69,2,0,72,20,494,504,15,627,64.0,702,22500,25604
25605,50,2,0,72,20,196,206,11,416,512.0,510,16200,25605
25606,80,2,0,72,20,792,802,17,687,21.0,816,25500,25606
25607,52,2,0,72,20,196,206,9,336,469.0,414,13500,25607
25608,55,2,0,72,20,196,206,11,387,321.0,510,16500,25608
25609,57,2,0,72,20,196,206,14,538,780.0,638,780,25609
25610,51,2,0,72,20,196,206,5,207,172.0,232,7500,25610
25611,68,2,0,72,20,494,504,15,572,70.0,716,22500,25611
25612,60,2,0,72,20,494,504,11,388,244.0,504,16350,25612
25613,67,2,0,72,20,494,504,6,241,33.0,276,9000,25613
25614,73,2,0,72,20,792,802,14,466,30.0,673,21000,25614
25615,56,2,0,72,20,196,206,10,396,466.0,456,15000,25615
25616,54,2,0,72,20,196,206,18,712,805.0,823,805,25616
25617,61,2,0,72,20,494,504,12,412,1054.0,552,18000,25617
25618,70,2,0,72,20,494,504,9,366,233.0,430,13500,25618
25619,75,2,0,72,20,792,802,13,496,30.0,624,19500,25619
25620,58,2,0,72,20,196,206,15,585,612.0,691,22500,25620
25621,64,2,0,72,20,494,504,8,307,448.0,368,12000,25621
25622,77,2,0,72,20,792,802,12,461,2.0,576,18000,25622
25623,79,2,0,72,20,792,802,23,886,32.0,1104,34500,25623
25624,81,2,0,72,20,792,802,9,332,13.0,432,13500,25624
25625,62,2,0,72,20,494,504,10,423,168.0,459,15000,25625
25626,72,2,0,72,20,792,802,6,196,14.0,280,9000,25626
25627,78,2,0,72,20,792,802,10,358,6.0,480,15000,25627
25628,82,2,0,72,20,792,802,21,810,38.0,1008,31500,25628
25629,71,2,0,72,20,494,504,7,300,9.0,334,10500,25629
25630,65,2,0,72,20,494,504,14,603,356.0,654,20700,25630
25631,74,2,0,72,20,792,802,19,722,44.0,912,28500,25631
25632,83,2,0,72,20,792,802,10,468,51.0,480,15000,25632
25633,59,2,0,72,20,196,206,14,616,369.0,639,20850,25633
25634,47,3,0,68,89,196,206,3,47,0.0,47,0,25634
25635,46,3,0,68,89,196,206,2,23,0.0,23,0,25635
25636,19,3,0,68,89,196,206,1,3,0.0,3,0,25636
25637,69,3,0,68,89,494,504,2,38,0.0,38,0,25637
25638,49,3,0,68,89,196,206,1,6,0.0,6,0,25638
25639,38,3,0,70,43,196,206,1,2,0.0,2,0,25639
25640,57,3,0,70,43,196,206,1,7,0.0,7,0,25640
25641,31,3,0,70,43,196,206,1,8,0.0,8,0,25641
25642,28,3,0,70,43,196,206,1,1,1.0,1,1,25642
25643,27,3,0,70,43,196,206,1,8,0.0,8,0,25643
25644,69,3,0,70,43,494,504,1,0,0.0,0,0,25644
25645,26,3,0,70,43,196,206,1,3,100.0,3,100,25645
25646,47,3,0,70,43,196,206,1,6,0.0,6,0,25646
25647,24,2,0,72,77,196,206,13,618,1607.0,988,31200,25647
25648,16,2,0,72,77,196,206,11,350,555.0,836,26400,25648
25649,1,2,0,72,77,196,206,25,1234,1384.0,1900,62500,25649
25650,2,2,0,72,77,196,206,25,1367,1552.0,1900,62500,25650
25651,73,2,0,72,77,792,802,1,27,0.0,76,2400,25651
25652,7,2,0,72,77,196,206,24,1289,597.0,1824,57600,25652
25653,20,2,0,72,77,196,206,21,1068,2452.0,1596,50400,25653
25654,13,2,0,72,77,196,206,27,1480,1868.0,2052,64800,25654
25655,11,2,0,72,77,196,206,23,1494,1689.0,1748,55200,25655
25656,25,2,0,72,77,196,206,1,32,0.0,76,2400,25656
25657,27,2,0,72,77,196,206,2,72,585.0,152,4800,25657
25658,26,2,0,72,77,196,206,5,230,614.0,380,12000,25658
25659,21,2,0,72,77,196,206,10,572,2452.0,760,24000,25659
25660,19,2,0,72,77,196,206,20,1015,2939.0,1520,48000,25660
25661,4,2,0,72,77,196,206,30,1754,1797.0,2280,75000,25661
25662,65,2,0,72,77,494,504,1,54,125.0,76,2400,25662
25663,6,2,0,72,77,196,206,29,1728,670.0,2204,69600,25663
25664,0,2,0,72,77,196,206,29,1298,3076.0,2204,72500,25664
25665,28,2,0,72,77,196,206,3,111,229.0,228,7200,25665
25666,8,2,0,72,77,196,206,25,1451,1737.0,1900,60000,25666
25667,22,2,0,72,77,196,206,23,1232,2073.0,1748,55200,25667
25668,3,2,0,72,77,196,206,27,1513,1580.0,2052,67500,25668
25669,12,2,0,72,77,196,206,26,1483,2515.0,1976,62400,25669
25670,74,2,0,72,77,792,802,1,42,0.0,76,2400,25670
25671,17,2,0,72,77,196,206,17,1000,1221.0,1292,40800,25671
25672,23,2,0,72,77,196,206,25,1742,2274.0,1900,60000,25672
25673,18,2,0,72,77,196,206,18,883,1698.0,1368,43200,25673
25674,9,2,0,72,77,196,206,27,1655,1286.0,2052,64800,25674
25675,83,2,0,72,77,792,802,4,231,0.0,278,9600,25675
25676,57,2,0,72,77,196,206,1,40,3.0,76,2400,25676
25677,5,2,0,72,77,196,206,25,1449,1135.0,1900,62500,25677
25678,29,2,0,72,77,196,206,1,37,229.0,76,2400,25678
25679,14,2,0,72,77,196,206,27,1269,1279.0,2052,64800,25679
25680,10,2,0,72,77,196,206,24,1414,1289.0,1824,57600,25680
25681,15,2,0,72,77,196,206,20,1004,1279.0,1520,48000,25681
25682,25,3,0,66,106,196,206,1,2,150.0,2,150,25682
25683,37,3,0,66,106,196,206,1,1,400.0,1,400,25683
25684,21,3,0,66,106,196,206,1,2,150.0,2,150,25684
25685,14,3,0,55,106,196,206,1,1,0.0,1,0,25685
25686,31,3,0,55,55,196,206,1,3,0.0,3,0,25686
25687,20,3,0,64,41,196,206,1,2,0.0,2,0,25687
25688,34,3,0,64,41,196,206,1,2,100.0,2,100,25688
25689,66,3,0,60,41,494,504,1,8,0.0,8,0,25689
25690,71,3,0,60,41,494,504,1,5,0.0,5,0,25690
25691,53,3,0,60,41,196,206,1,8,0.0,8,0,25691
25692,4,3,0,0,41,196,206,1,1,0.0,1,0,25692
25693,3,3,0,44,45,196,206,1,3,100.0,3,100,25693
25694,4,3,0,44,45,196,206,1,1,200.0,1,200,25694
25695,45,2,0,71,16,196,206,2,6,5878.0,38,10000,25695
25696,11,3,0,0,16,196,206,3,0,1800.0,0,1800,25696
25697,35,3,0,0,16,196,206,1,0,2650.0,0,2650,25697
25698,21,3,0,0,16,196,206,1,0,2900.0,0,2900,25698
25699,34,3,0,0,16,196,206,1,0,3000.0,0,3000,25699
25700,33,3,0,0,16,196,206,1,0,1200.0,0,1200,25700
25701,27,3,0,0,16,196,206,1,0,1000.0,0,1000,25701
25702,5,3,0,23,44,196,206,2,2,200.0,2,200,25702
25703,19,3,0,30,44,196,206,1,2,0.0,2,0,25703
25704,13,3,0,10,62,196,206,1,4,0.0,4,0,25704
25705,12,3,0,10,62,196,206,1,4,0.0,4,0,25705
25706,14,3,0,10,62,196,206,1,4,0.0,4,0,25706
25707,11,3,0,10,62,196,206,1,2,0.0,2,0,25707
25708,19,3,0,55,62,196,206,1,2,0.0,2,0,25708
25709,57,3,0,0,17,196,206,1,0,4500.0,0,4500,25709
25710,53,3,0,0,17,196,206,1,0,4000.0,0,4000,25710
25711,2,3,0,0,17,196,206,1,0,3800.0,0,3800,25711
25712,11,3,0,0,17,196,206,1,0,4500.0,0,4500,25712
25713,33,3,0,0,17,196,206,3,0,11636.0,0,11636,25713
25714,32,3,0,0,17,196,206,2,0,7500.0,0,7500,25714
25715,34,3,0,0,17,196,206,5,0,17900.0,0,17900,25715
25716,4,3,0,32,65,196,206,1,8,0.0,8,0,25716
25717,8,3,0,70,91,196,206,1,13,50.0,13,50,25717
25718,24,3,0,70,91,196,206,1,2,450.0,2,450,25718
25719,9,3,0,70,91,196,206,1,8,50.0,8,50,25719
25720,6,3,0,70,91,196,206,1,12,140.0,12,140,25720
25721,7,3,0,70,91,196,206,1,13,130.0,13,130,25721
25722,4,3,0,70,91,196,206,1,10,110.0,10,110,25722
25723,78,2,0,72,91,792,802,2,38,0.0,38,1600,25723
25724,32,2,0,72,21,196,206,2,70,0.0,140,4000,25724
25725,41,2,0,72,21,196,206,1,28,0.0,70,2000,25725
25726,49,2,0,72,21,196,206,3,113,81.0,143,6000,25726
25727,39,2,0,72,21,196,206,4,120,0.0,280,8000,25727
25728,34,2,0,72,21,196,206,1,35,0.0,70,2000,25728
25729,40,2,0,72,21,196,206,2,56,0.0,140,4000,25729
25730,47,2,0,72,21,196,206,1,49,0.0,49,2000,25730
25731,37,2,0,72,21,196,206,1,35,0.0,70,2000,25731
25732,33,2,0,72,21,196,206,1,42,0.0,70,2000,25732
25733,38,2,0,72,21,196,206,5,157,0.0,350,10000,25733
25734,31,2,0,72,19,196,206,31,1147,531.0,1426,46500,25734
25735,20,2,0,72,19,196,206,3,122,316.0,138,4500,25735
25736,34,2,0,72,19,196,206,28,1098,531.0,1288,42000,25736
25737,11,2,0,72,19,196,206,1,46,0.0,46,1500,25737
25738,32,2,0,72,19,196,206,28,1169,531.0,1288,42000,25738
25739,14,2,0,72,19,196,206,2,71,17.0,92,3000,25739
25740,36,2,0,72,19,196,206,29,903,531.0,1334,43500,25740
25741,25,2,0,72,19,196,206,18,640,1916.0,828,27000,25741
25742,27,2,0,72,19,196,206,14,489,1152.0,644,21000,25742
25743,29,2,0,72,19,196,206,22,790,531.0,1012,33000,25743
25744,16,2,0,72,19,196,206,5,200,547.0,230,7500,25744
25745,12,2,0,72,19,196,206,1,39,0.0,46,1500,25745
25746,39,2,0,72,19,196,206,22,665,531.0,1012,33000,25746
25747,38,2,0,72,19,196,206,21,663,531.0,966,31500,25747
25748,49,2,0,72,19,196,206,9,349,829.0,414,13200,25748
25749,21,2,0,72,19,196,206,1,43,316.0,46,1500,25749
25750,47,2,0,72,19,196,206,11,488,531.0,512,16350,25750
25751,46,2,0,72,19,196,206,7,296,531.0,322,10500,25751
25752,41,2,0,72,19,196,206,22,781,531.0,1012,33000,25752
25753,28,2,0,72,19,196,206,15,563,531.0,690,22500,25753
25754,42,2,0,72,19,196,206,2,53,531.0,92,3000,25754
25755,26,2,0,72,19,196,206,13,472,1285.0,598,19500,25755
25756,17,2,0,72,19,196,206,3,125,199.0,138,4500,25756
25757,22,2,0,72,19,196,206,2,74,530.0,92,3000,25757
25758,24,2,0,72,19,196,206,12,433,921.0,552,18000,25758
25759,35,2,0,72,19,196,206,30,1241,531.0,1380,45000,25759
25760,30,2,0,72,19,196,206,31,1089,531.0,1426,46500,25760
25761,19,2,0,72,19,196,206,1,39,0.0,46,1500,25761
25762,23,2,0,72,19,196,206,1,30,345.0,46,1500,25762
25763,37,2,0,72,19,196,206,25,741,531.0,1150,37500,25763
25764,33,2,0,72,19,196,206,26,998,531.0,1196,39000,25764
25765,48,2,0,72,19,196,206,13,486,622.0,602,19350,25765
25766,40,2,0,72,19,196,206,25,759,531.0,1150,37500,25766
25767,18,2,0,72,19,196,206,9,383,671.0,414,13500,25767
25768,15,2,0,72,19,196,206,7,234,17.0,322,10500,25768
25769,82,3,0,45,24,792,802,1,7,0.0,7,0,25769
25770,67,3,0,45,24,494,504,1,7,0.0,7,0,25770
25771,8,3,0,70,24,196,206,1,11,80.0,11,80,25771
25772,31,3,0,70,24,196,206,1,0,750.0,0,750,25772
25773,46,3,0,70,24,196,206,1,11,330.0,11,330,25773
25774,6,3,0,70,24,196,206,2,25,345.0,25,345,25774
25775,11,3,0,70,24,196,206,1,14,130.0,14,130,25775
25776,21,3,0,70,24,196,206,3,13,1050.0,13,1050,25776
25777,39,3,0,70,24,196,206,1,11,100.0,11,100,25777
25778,23,3,0,70,24,196,206,1,16,170.0,16,170,25778
25779,26,3,0,70,24,196,206,1,1,1800.0,1,1800,25779
25780,5,3,0,70,24,196,206,4,55,740.0,55,740,25780
25781,7,3,0,70,24,196,206,3,35,568.0,35,568,25781
25782,4,3,0,70,24,196,206,1,13,195.0,13,195,25782
25783,15,3,0,70,24,196,206,1,12,50.0,12,50,25783
25784,27,3,0,75,24,196,206,1,1,0.0,1,0,25784
25785,64,3,0,75,24,494,504,3,8,2295.0,8,2295,25785
25786,80,2,0,72,24,792,802,1,17,0.0,19,800,25786
25787,22,3,0,63,24,196,206,1,17,0.0,17,0,25787
25788,18,3,0,63,24,196,206,1,11,0.0,11,0,25788
25789,28,3,0,63,24,196,206,1,17,0.0,17,0,25789
25790,16,3,0,63,24,196,206,1,8,100.0,8,100,25790
25791,15,3,0,63,24,196,206,1,10,0.0,10,0,25791
25792,69,3,0,68,75,494,504,1,0,0.0,0,0,25792
25793,56,1,0,72,22,196,206,1,37,0.0,46,1500,25793
25794,77,2,0,72,22,792,802,2,88,9.0,100,3000,25794
25795,56,2,0,72,22,196,206,13,491,587.0,639,19500,25795
25796,83,2,0,72,22,792,802,1,50,0.0,50,1500,25796
25797,79,2,0,72,22,792,802,7,282,21.0,350,10500,25797
25798,54,2,0,72,22,196,206,5,231,191.0,253,8000,25798
25799,50,2,0,72,22,196,206,2,61,107.0,98,3500,25799
25800,74,2,0,72,22,792,802,3,136,4.0,150,4500,25800
25801,52,2,0,72,22,196,206,8,327,435.0,392,12000,25801
25802,63,2,0,72,22,494,504,12,505,378.0,602,24000,25802
25803,80,2,0,72,22,792,802,1,42,0.0,50,1500,25803
25804,51,2,0,72,22,196,206,8,318,556.0,389,12500,25804
25805,59,2,0,72,22,196,206,12,505,719.0,562,18500,25805
25806,65,2,0,72,22,494,504,8,367,279.0,421,16000,25806
25807,57,2,0,72,22,196,206,11,433,611.0,538,17000,25807
25808,82,2,0,72,22,792,802,2,94,0.0,100,3000,25808
25809,78,2,0,72,22,792,802,2,80,3.0,100,3000,25809
25810,55,2,0,72,22,196,206,10,329,276.0,498,15500,25810
25811,60,2,0,72,22,494,504,7,238,136.0,337,14000,25811
25812,58,2,0,72,22,196,206,11,463,461.0,541,16500,25812
25813,76,2,0,72,22,792,802,2,78,0.0,100,3000,25813
25814,62,2,0,72,22,494,504,12,508,395.0,593,24000,25814
25815,53,2,0,72,22,196,206,9,356,645.0,440,14500,25815
25816,75,2,0,72,22,792,802,4,162,20.0,200,6000,25816
25817,69,2,0,72,22,494,504,1,37,4.0,50,1500,25817
25818,64,2,0,72,22,494,504,10,393,500.0,540,20000,25818
25819,61,2,0,72,22,494,504,11,385,397.0,536,22000,25819
25820,81,2,0,72,22,792,802,2,64,7.0,98,3000,25820
25821,70,2,0,72,22,494,504,4,156,99.0,200,6000,25821
25822,23,3,0,48,25,196,206,1,5,45.0,5,45,25822
25823,35,3,0,48,25,196,206,1,7,22.0,7,22,25823
25824,80,3,0,48,25,792,802,1,4,30.0,4,30,25824
25825,36,3,0,48,25,196,206,1,4,45.0,4,45,25825
25826,13,3,0,48,25,196,206,1,6,45.0,6,45,25826
25827,51,1,0,72,76,196,206,1,31,0.0,50,1200,25827
25828,64,2,0,72,76,494,504,12,415,0.0,596,14400,25828
25829,16,2,0,72,76,196,206,13,160,1271.0,650,15600,25829
25830,77,2,0,72,76,792,802,23,1049,94.0,1150,27600,25830
25831,62,2,0,72,76,494,504,8,300,238.0,400,9600,25831
25832,60,2,0,72,76,494,504,12,419,289.0,596,14400,25832
25833,63,2,0,72,76,494,504,7,257,283.0,350,8400,25833
25834,19,2,0,72,76,196,206,9,321,468.0,450,10800,25834
25835,52,2,0,72,76,196,206,2,65,102.0,100,2400,25835
25836,81,2,0,72,76,792,802,27,1193,52.0,1350,32400,25836
25837,38,2,0,72,76,196,206,1,39,0.0,50,1200,25837
25838,14,2,0,72,76,196,206,1,12,320.0,50,1200,25838
25839,54,2,0,72,76,196,206,2,86,57.0,100,2400,25839
25840,70,2,0,72,76,494,504,15,672,478.0,750,18000,25840
25841,66,2,0,72,76,494,504,20,902,49.0,1000,24000,25841
25842,74,2,0,72,76,792,802,7,263,3.0,350,8400,25842
25843,15,2,0,72,76,196,206,3,67,320.0,150,3600,25843
25844,2,2,0,72,76,196,206,5,202,238.0,250,6000,25844
25845,4,2,0,72,76,196,206,1,38,43.0,50,1200,25845
25846,3,2,0,72,76,196,206,4,165,84.0,200,4800,25846
25847,1,2,0,72,76,196,206,3,138,76.0,150,3600,25847
25848,10,2,0,72,76,196,206,5,229,0.0,250,6000,25848
25849,12,2,0,72,76,196,206,4,134,629.0,200,4800,25849
25850,51,2,0,72,76,196,206,1,39,7.0,50,1200,25850
25851,76,2,0,72,76,792,802,19,783,61.0,950,22800,25851
25852,57,2,0,72,76,196,206,4,117,80.0,199,4800,25852
25853,80,2,0,72,76,792,802,20,821,38.0,1000,24000,25853
25854,61,2,0,72,76,494,504,5,151,131.0,250,6000,25854
25855,78,2,0,72,76,792,802,26,1042,30.0,1300,31200,25855
25856,82,2,0,72,76,792,802,15,707,14.0,750,18000,25856
25857,72,2,0,72,76,792,802,23,804,33.0,1150,27600,25857
25858,65,2,0,72,76,494,504,4,171,118.0,200,4800,25858
25859,68,2,0,72,76,494,504,15,625,82.0,750,18000,25859
25860,71,2,0,72,76,494,504,24,1123,61.0,1200,28800,25860
25861,67,2,0,72,76,494,504,24,1005,77.0,1200,28800,25861
25862,8,2,0,72,76,196,206,5,185,308.0,250,6000,25862
25863,58,2,0,72,76,196,206,2,51,51.0,99,2400,25863
25864,79,2,0,72,76,792,802,9,324,15.0,450,10800,25864
25865,55,2,0,72,76,196,206,10,375,622.0,500,12000,25865
25866,41,2,0,72,76,196,206,1,42,0.0,50,1200,25866
25867,59,2,0,72,76,196,206,2,96,51.0,100,2400,25867
25868,22,2,0,72,76,196,206,1,47,14.0,50,1200,25868
25869,27,2,0,72,76,196,206,1,39,27.0,50,1200,25869
25870,69,2,0,72,76,494,504,14,569,68.0,700,16800,25870
25871,11,2,0,72,76,196,206,6,283,518.0,300,7200,25871
25872,0,2,0,72,76,196,206,1,43,79.0,50,1200,25872
25873,83,2,0,72,76,792,802,24,1125,77.0,1200,28800,25873
25874,5,2,0,72,76,196,206,5,221,95.0,250,6000,25874
25875,17,2,0,72,76,196,206,10,426,877.0,500,12000,25875
25876,29,2,0,72,76,196,206,1,30,0.0,50,1200,25876
25877,20,2,0,72,76,196,206,6,194,741.0,300,7200,25877
25878,7,2,0,72,76,196,206,7,316,148.0,350,8400,25878
25879,21,2,0,72,76,196,206,13,533,741.0,650,15600,25879
25880,73,2,0,72,76,792,802,14,524,50.0,700,16800,25880
25881,23,2,0,72,76,196,206,4,190,592.0,200,4800,25881
25882,75,2,0,72,76,792,802,13,512,31.0,650,15600,25882
25883,9,2,0,72,76,196,206,4,177,442.0,200,4800,25883
25884,18,2,0,72,76,196,206,4,158,1019.0,200,4800,25884
25885,56,2,0,72,76,196,206,7,248,192.0,350,8400,25885
25886,33,0,0,72,66,196,206,1,26,0.0,32,750,25886
25887,31,0,0,72,66,196,206,1,28,0.0,32,750,25887
25888,19,0,0,72,66,196,206,1,3,106.0,32,750,25888
25889,34,0,0,72,66,196,206,1,19,0.0,32,750,25889
25890,21,2,0,72,66,196,206,1,20,0.0,32,750,25890
25891,37,2,0,72,66,196,206,2,46,0.0,64,1500,25891
25892,38,2,0,72,66,196,206,2,53,0.0,64,1500,25892
25893,33,2,0,72,66,196,206,1,32,0.0,32,750,25893
25894,36,2,0,72,66,196,206,1,19,0.0,32,750,25894
25895,41,2,0,72,66,196,206,3,90,0.0,96,2250,25895
25896,39,2,0,72,66,196,206,3,78,0.0,96,2250,25896
25897,0,2,0,72,66,196,206,1,4,47.0,32,1650,25897
25898,40,2,0,72,66,196,206,3,70,0.0,96,2250,25898
25899,47,3,0,68,89,208,206,1,13,0.0,13,0,25899
25900,60,3,0,66,106,506,504,1,2,0.0,2,0,25900
25901,46,3,0,55,106,208,206,1,1,455.0,1,455,25901
25902,44,3,0,55,106,208,206,1,0,245.0,0,245,25902
25903,40,3,0,55,55,208,206,1,1,0.0,1,0,25903
25904,43,3,0,55,55,208,206,1,7,445.0,7,445,25904
25905,35,2,0,71,16,208,206,1,16,3000.0,19,5000,25905
25906,27,3,0,52,44,208,206,1,2,0.0,2,0,25906
25907,53,3,0,55,62,208,206,1,0,200.0,0,200,25907
25908,54,3,0,55,62,208,206,1,0,0.0,0,0,25908
25909,46,3,0,55,14,208,206,1,4,309.0,4,309,25909
25910,44,3,0,55,14,208,206,1,1,0.0,1,0,25910
25911,58,3,0,55,14,208,206,1,0,0.0,0,0,25911
25912,60,3,0,55,14,506,504,1,1,0.0,1,0,25912
25913,59,3,0,55,14,208,206,1,0,450.0,0,450,25913
25914,21,3,0,70,24,208,206,1,0,318.0,0,318,25914
25915,11,3,0,70,24,208,206,3,2,1500.0,2,1500,25915
25916,12,3,0,70,24,208,206,2,1,1080.0,1,1080,25916
25917,6,3,0,70,24,208,206,2,21,190.0,21,190,25917
25918,67,3,0,75,24,506,504,1,0,0.0,0,0,25918
25919,44,3,0,55,104,208,206,1,1,0.0,1,0,25919
25920,70,3,0,49,89,555,504,1,3,0.0,3,0,25920
25921,43,3,0,55,106,257,206,1,6,382.0,6,382,25921
25922,55,3,0,55,106,257,206,1,0,30.0,0,30,25922
25923,45,3,0,55,55,257,206,1,0,68.0,0,68,25923
25924,44,3,0,55,55,257,206,1,0,318.0,0,318,25924
25925,48,3,0,55,55,257,206,1,0,400.0,0,400,25925
25926,50,3,0,45,64,257,206,1,3,0.0,3,0,25926
25927,24,3,0,63,64,257,206,1,8,0.0,8,0,25927
25928,33,3,0,63,64,257,206,1,1,1.0,1,1,25928
25929,58,3,0,55,106,214,11,1,0,0.0,0,0,25929
25930,62,3,0,55,104,512,276,1,6,0.0,6,0,25930
25931,37,2,0,9,89,199,202,1,1,0.0,12,155,25931
25932,35,2,0,9,89,199,202,1,1,0.0,13,168,25932
25933,33,2,0,9,89,199,202,1,2,0.0,10,1894,25933
25934,61,3,0,0,16,497,500,5,0,0.0,0,0,25934
25935,34,3,0,0,17,199,202,1,0,1700.0,0,1700,25935
25936,55,3,0,0,17,199,202,2,0,0.0,0,0,25936
25937,54,3,0,0,17,199,202,1,0,0.0,0,0,25937
25938,30,2,0,9,74,199,202,11,16,0.0,189,2272,25938
25939,34,2,0,9,74,199,202,1,1,3.0,17,204,25939
25940,39,2,0,9,74,199,202,1,1,0.0,19,3251,25940
25941,31,2,0,9,74,199,202,1,1,0.0,17,207,25941
25942,24,2,0,9,74,199,202,10,18,0.0,182,2219,25942
25943,37,2,0,9,74,199,202,2,4,0.0,34,409,25943
25944,32,2,0,9,74,199,202,2,7,1.0,34,412,25944
25945,26,2,0,9,74,199,202,8,8,0.0,145,1773,25945
25946,29,2,0,9,74,199,202,2,7,0.0,34,412,25946
