,IDAeropuerto,Sigla,IATA,NombreAeropuerto,Categoria,Latitud,Longitud,Municipio,Departamento,Propietario,Explotador,LongitudPista,AnchoPista,PBMO,Elevacion,Resolucion,Clase,Tipo,GCD_Municipio,GCD_Departamento,FechaInicioVigencia,FechaFinVigencia,VersionDelRegistro,Anio
538,240,PVA,PVA,EL EMBRUJO,Nacional,13.3572,-81.3579,Providencia,San Andrés islas,AEROCIVIL,AEROCIVIL,987,18,no-especificado,10,"338,000",2B,Aerocivil,88564,88,1900-01-01,2014-12-31,N,2014
539,241,PZA,PZA,PAZ DE ARIPORO,Aeródromo,5.8819,-71.883,Paz de Ariporo,Casanare,AEROCIVIL,AEROCIVIL,912,38,29000,878,"1,591,000",2B,Fumigación,85250,85,1900-01-01,2014-12-31,N,2014
540,242,RAV,RAV,CRAVO NORTE,Aeródromo,6.3167,-70.2111,Cravo Norte,Arauca,AEROCIVIL,AEROCIVIL,1698,25,12202,336,"343,000",3C,Privado,81220,81,1900-01-01,2014-12-31,N,2014
541,243,RCH,RCH,ALMIRANTE PADILLA,Internacional,11.5262,-72.9267,Riohacha,La Guajira,MUNICIPIO,AEROCIVIL -ORIENTE S.A.S.,903,58,no-especificado,43,"187,000",4C,Fumigación,44001,44,1900-01-01,2014-12-31,N,2014
542,244,RVE,RVE,COLONIZADORES,Regional,6.9504,-71.8562,Arauca,Arauca,ECOPETROL,AEROCIVIL,1281,51,no-especificado,678,"4,158,000",3C,Aerocivil,81001,81,1900-01-01,2014-12-31,N,2014
543,245,SMR,SMR,SIMON BOLIVAR,Internacional,11.1197,-74.2473,Santa Marta,Magdalena,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,851,54,no-especificado,22,"352,000",3C,Privado,47001,47,1900-01-01,2014-12-31,N,2014
544,246,SNR,no-especificado,SAN MARTIN,Regional,3.7023,-73.6881,San Martín,Meta,AEROCIVIL,AEROCIVIL,230,22,3000,1380,"644,000",1A,Aerocivil,50689,50,1900-01-01,2014-12-31,N,2014
545,247,SVI,SVI,EDUARDO FALLA SOLANO,Regional,2.1522,-74.7663,San Vicente del Caguán,Caquetá,AEROCIVIL,AEROCIVIL,1246,1,no-especificado,875,"141,000",3C,Aerocivil,18753,18,1900-01-01,2014-12-31,N,2014
546,248,TCO,no-especificado,LA FLORIDA,Nacional,1.8144,-78.749,San Andrés de Tumaco,Nariño,AEROCIVIL,AEROCIVIL,1915,40,no-especificado,10,"455,000",3C,Privado,52835,52,1900-01-01,2014-12-31,N,2014
547,249,TDA,TDA,TRINIDAD,Aeródromo,5.4349,-71.6584,Trinidad,Casanare,AEROCIVIL,AEROCIVIL,1660,14,12202,560,"644,000",2A,Privado,85430,85,1900-01-01,2014-12-31,N,2014
548,250,TLU,TLU,TOLU,Regional,9.5095,-75.5859,Tolú Viejo,Sucre,AEROCIVIL,AEROCIVIL,1164,2,12202,15,"455,000",2A,Aerocivil,70823,70,1900-01-01,2014-12-31,N,2014
549,251,TME,TME,GUSTAVO VARGAS,Regional,6.451,-71.7601,Tame,Arauca,AEROCIVIL,AEROCIVIL,3475,46,33112,1199,"343,000",4C,Privado,81794,81,1900-01-01,2014-12-31,N,2014
550,252,TTM,TTM,TABLON DE TAMARA,Aeródromo,5.7267,-72.1006,Támara,Casanare,AEROCIVIL,AEROCIVIL,1374,3,12202,1650,"644,000",2C,Público,85400,85,1900-01-01,2014-12-31,N,2014
551,253,UIB,UIB,EL CARAÑO,Nacional,5.6908,-76.6412,Quibdó,Chocó,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,2178,34,63196,192,"522,000",3C,Aerocivil,27001,27,1900-01-01,2014-12-31,N,2014
552,254,URR,URR,ALI PIEDRAHITA,Regional,6.3273,-76.1409,Urrao,Antioquia,AEROCIVIL,AEROCIVIL,1607,20,no-especificado,6104,"551,000",2A,Público,5847,5,1900-01-01,2014-12-31,N,2014
553,255,VGP,VGZ,CANANGUCHAL,Regional,0.9785,-76.6064,Villagarzón,Putumayo,AEROCIVIL,AEROCIVIL,907,26,no-especificado,397,"1,270,000",3B,Fumigación,86885,86,1900-01-01,2014-12-31,N,2014
554,256,VUP,VUP,ALFONSO LOPEZ PUMAREJO,Nacional,10.4351,-73.2494,Valledupar,Cesar,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,2775,17,no-especificado,450,"352,000",4C,Privado,20001,20,1900-01-01,2014-12-31,N,2014
555,257,VVC,VVC,VANGUARDIA,Nacional,4.1684,-73.6147,Villavicencio,Meta,AEROCIVIL,AEROCIVIL,3677,40,no-especificado,1366,"499,000",3C,Privado,50001,50,1900-01-01,2014-12-31,N,2014
556,258,VVU,no-especificado,SANTA ISABEL,Aeródromo,3.9873,-73.2091,Villavicencio,Meta,EFA LTDA.,EFA LTDA.,502,14,2000,689,"2,634,000",1A,Fumigación,50001,50,1900-01-01,2014-12-31,N,2014
557,259,YAP,no-especificado,YAPIMA,Aeródromo,1.0825,-69.4914,Mitú,Vaupés,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,550,17,2300,600,"3,423,000",1A,Fumigación,97001,97,1900-01-01,2014-12-31,N,2014
558,260,YOP,no-especificado,TROMPILLOS,Aeródromo,5.0932,-72.1807,Yopal,Casanare,ALEXANDER RIVERA,CELTA LTDA.,779,18,2000,623,"4,736,000",1A,Fumigación,85001,85,1900-01-01,2014-12-31,N,2014
559,261,YPL,no-especificado,CIENAGA,Aeródromo,5.2481,-72.8686,Yopal,Casanare,ALVARO MALAVER,SER.FUM.AER.CAS-SFA,953,10,2000,609,"4,216,000",1A,Público,85001,85,1900-01-01,2014-12-31,N,2014
560,262,YPP,no-especificado,GERMAN ALBERTO,Aeródromo,5.1875,-72.3191,Yopal,Casanare,JOSE NELSON PEREZ R.,CELTA LTDA.,747,10,2000,735,"4,511,000",1A,Público,85001,85,1900-01-01,2014-12-31,N,2014
561,263,ZPS,AZT,GUILLERMO GOMEZ ORTIZ,Aeródromo,6.7674,-73.2846,Zapatoca,Santander,MUNICIPIO,MUNICIPIO,902,28,2300,5918,"11,000",1A,Aerocivil,68895,68,1900-01-01,2014-12-31,N,2014
562,264,7FO,no-especificado,LA ISLA,Aeródromo,4.4211,-71.6271,Puerto Gaitán,Meta,LA ISLA Y EL ROSARIO S.A.,LA CEIBA S.A.,1079,19,3000,538,"1,325,000",1A,Fumigación,50568,50,1900-01-01,2015-12-31,N,2015
563,265,7FU,no-especificado,LA ESCONDIDA,Aeródromo,4.6108,-71.1935,Puerto Gaitán,Meta,PALMAS SICARARE S.A.S.,COSARGO S.A.S.,3853,5,5000,564,"1,843,000",1A,Aerocivil,50568,50,2015-01-01,2015-12-31,N,2015
564,266,7FW,no-especificado,MORICHITO,Aeródromo,5.9188,-71.7932,Hato Corozal,Casanare,CARMEN NARANJO,ROBERTO C. RIAÑO P.,1442,4,3500,720,"2,220,000",1A,Fumigación,85125,85,2015-01-01,2015-12-31,N,2015
565,267,7FX,no-especificado,CAROLINA DEL PRINCIPE,Aeródromo,6.7248,-75.2909,Carolina,Antioquia,MUNICIPIO,MUNICIPIO,518,0,1000,6004,"6,470,000",1A,Fumigación,5150,5,2015-01-01,2015-12-31,N,2015
566,268,7FY,no-especificado,DUBAI,Aeródromo,8.296,-75.0307,Ayapel,Córdoba,ANDRES D. LONDOÑO T.,ANDRES D. LONDOÑO T.,814,15,500,82,"1,212,000",1A,Aerocivil,23068,23,2015-01-01,2015-12-31,N,2015
567,269,7FZ,no-especificado,EL TRIUNFO,Aeródromo,4.8095,-71.667,Orocué,Casanare,ERNESTO J. PEREZ VILLAMIZAR,EL MISMO,363,42,3000,475,"5,532,000",1A,Público,85230,85,2015-01-01,2015-12-31,N,2015
568,270,7GA,no-especificado,BARU - HIDROPUERTO,Aeródromo,10.2321,-75.5877,Cartagena de Indias,Bolívar,MAURICIO E. VASQUEZ M.,EL MISMO,204,46,500,0,"6,067,000",1A,Público,13001,13,2015-01-01,2015-12-31,N,2015
569,271,7GB,no-especificado,LA CAROLINA,Aeródromo,9.528,-73.7866,El Paso,Cesar,JORGE AGUDELO RESTREPO,JORGE AGUDELO REST.,189,5,500,690,"5,474,000",UL,Aerocivil,20250,20,2015-01-01,2015-12-31,N,2015
570,272,7GC,no-especificado,SAN FELIPE DEL PAUTO,Aeródromo,5.2032,-70.8951,Trinidad,Casanare,AGRAS S.A.S,AGRAS S.A.S,1368,2,3000,3125,"4,505,000",1A,Fumigación,85430,85,2015-01-01,2015-12-31,N,2015
571,273,7GD,no-especificado,VELASQUEZ,Aeródromo,5.9482,-74.4575,Puerto Boyacá,Boyacá,FAC,MANSAROVAR,890,32,10000,617,"2,135,000",3C,Aerocivil,15572,15,2015-01-01,2015-12-31,N,2015
572,274,7GE,no-especificado,LUCITANIA,Aeródromo,4.6954,-71.589,Orocué,Casanare,AGROPECUARIA CRAVO SUR,AGROPECUARIA CRAVO SUR,1691,2,3000,443,"1,051,000",1A,Fumigación,85230,85,2015-01-01,2015-12-31,N,2015
573,275,7GF,no-especificado,LA UNION,Aeródromo,5.6283,-70.7032,Paz de Ariporo,Casanare,MARTHA Y. VARGAS DE R.,GEOPARK CUERVA,829,11,3500,335,"2,136,000",1A,Aerocivil,85250,85,2015-01-01,2015-12-31,N,2015
574,276,7GG,no-especificado,LA ILUSION,Aeródromo,4.5805,-72.4282,Maní,Casanare,SIGRA S.A.,SIGRA S.A.,131,30,3500,574,"1,944,000",1A,Fumigación,85139,85,2015-01-01,2015-12-31,N,2015
575,277,7GH,no-especificado,LA VENTUROSA,Aeródromo,6.1391,-68.7779,Puerto Carreño,Vichada,MUNICIPIO,GOBERNACION,1968,39,9500,246,"6,782,000",1A,Público,99001,99,2015-01-01,2015-12-31,N,2015
576,278,7GI,no-especificado,GUAYABAL DEL CRAVO,Aeródromo,4.7223,-71.5943,Orocué,Casanare,KLAUS PUTH ARANGUREN,KLAUS PUTH ARANGUREN,89,20,2500,442,"3,710,000",1A,Público,85230,85,2015-01-01,2015-12-31,N,2015
577,279,7GK,no-especificado,LAS VIOLETAS- CA,Aeródromo,3.8519,-73.7286,Castilla la Nueva,Meta,FRANCELINA CADENA,AEROCLUB DEL META,539,7,500,609,"4,132,000",UL,Fumigación,50150,50,2015-01-01,2015-12-31,N,2015
578,280,7GL,no-especificado,LA JAGUA,Aeródromo,9.5905,-73.2886,La Jagua de Ibirico,Cesar,CARBONES DE LA JAGUA S.A.,CARBO. DE LA JAGUA S.A.,842,17,7500,787,"171,000",2A,Fumigación,20400,20,1900-01-01,2015-12-31,N,2015
579,281,7GN,no-especificado,LOS MANGOS,Aeródromo,8.2956,-75.0987,Ayapel,Córdoba,MANUEL LOPEZ ORTEGA,MANUEL LOPEZ ORTEGA,122,22,500,90,"5,190,000",UL,Fumigación,23068,23,2015-01-01,2015-12-31,N,2015
580,282,7GO,no-especificado,MATABRAVA,Aeródromo,5.2132,-71.6915,San Luis de Palenque,Casanare,FRANCISCA REYES DIAZ,FRANCISCA REYES DIAZ,35,14,2000,524,"5,966,000",1A,Fumigación,85325,85,2015-01-01,2015-12-31,N,2015
581,283,7GP,no-especificado,EL PORVENIR - CA,Aeródromo,9.491,-74.1909,Pijiño del Carmen,Magdalena,LA CEIBA S.A.,LA CEIBA S.A.,68,22,500,176,"236,000",UL,Aerocivil,47545,47,2015-01-01,2015-12-31,N,2015
582,284,7GQ,no-especificado,LA PROVINCIA,Aeródromo,5.6918,-70.11,Paz de Ariporo,Casanare,CARLOS H. MONTENEGRO,CARLOS H. MONTENEGRO,46,10,2500,430,"399,000",1A,Aerocivil,85250,85,2015-01-01,2015-12-31,N,2015
583,285,7GS,no-especificado,EL ENCANTO,Aeródromo,4.6934,-70.9078,Cumaribo,Vichada,JUAN AQUILINO PEREZ P.,EL ENCANTO 1 S.A.S.,442,3,5000,544,"5,964,000",1A,Fumigación,99773,99,2015-01-01,2015-12-31,N,2015
584,286,7GU,no-especificado,HATO GARIBAY,Aeródromo,4.4656,-72.3273,Maní,Casanare,AGROPECUARIA LA TAGUA,ROBERTO HERRERA OBREGON,368,35,5500,482,"4,212,000",1A,Público,85139,85,2015-01-01,2015-12-31,N,2015
585,287,7GV,no-especificado,REPRESA DE LAS CANARIAS,Aeródromo,5.7658,-71.2503,Paz de Ariporo,Casanare,OLGA BRAVO DE CANTOR,OLGA BRAVO DE CANTOR,1,5,3500,652,"5,236,000",1A,Público,85250,85,2015-01-01,2015-12-31,N,2015
586,288,7GX,no-especificado,LA ATARRAYA - CA.,Aeródromo,8.2857,-75.0963,Ayapel,Córdoba,FELIPE BRAVO BOTERO,FELIPE BRAVO BOTERO,57,34,500,91,"5,714,000",UL,Público,23068,23,2015-01-01,2015-12-31,N,2015
587,289,7GY,no-especificado,LAS ACACIAS,Aeródromo,5.0949,-73.9054,Nemocón,Cundinamarca,JUAN BERNANDO SANINT G,EL MISMO,1345,17,10000,8431,"439,000",3A,Fumigación,25486,25,1900-01-01,2015-12-31,N,2015
588,290,7GZ,no-especificado,COROZITO,Aeródromo,4.6701,-72.0994,Maní,Casanare,INVERSIONES LA PALMERA DE COROZITO,INV.LA PALMERA DE COROZITO,995,9,no-especificado,497,"832,000",2A,Fumigación,85139,85,1900-01-01,2015-12-31,N,2015
589,291,7HA,no-especificado,EL CONDOR,Aeródromo,4.2595,-74.8308,Flandes,Tolima,AEROTURBO DE COLOMBIA,LUIS FDO. BARRETO CAVIEDES,11,0,500,992,"5,730,000",UL,Aerocivil,73275,73,2015-01-01,2015-12-31,N,2015
590,292,7HB,no-especificado,HOTEL SAN DIEGO,Aeródromo,3.7693,-71.8179,Puerto Gaitán,Meta,MADYGAN S.A.S.,MADYGAN S.A.S.,7,4,4000,725,"6,730,000",2A,Aerocivil,50568,50,2015-01-01,2015-12-31,N,2015
591,293,7HC,no-especificado,EL CAFUCHE,Aeródromo,5.3152,-70.0184,La Primavera,Vichada,ANDRES CARVAJAL MOLINA,ANDRES CARVAJAL MOLINA,1632,10,4000,384,"3,826,000",1A,Fumigación,99524,99,2015-01-01,2015-12-31,N,2015
592,294,7HD,no-especificado,BOSQUES DE LA PRIMAVERA,Aeródromo,5.3489,-69.7467,La Primavera,Vichada,MARIA A. RIVERA AGUDELO,MARIA A. RIVERA AGUDELO,1305,24,3000,396,"1,444,000",1A,Público,99524,99,1900-01-01,2015-12-31,N,2015
593,295,7HE,no-especificado,GUACHARACAS (COLOMBAIMA),Aeródromo,4.7371,-74.8021,Beltrán,Cundinamarca,EMPRESA GUACHARACAS,CCA. LTDA,27,0,3000,797,"5,920,000",1A,Aerocivil,25086,25,2015-01-01,2015-12-31,N,2015
594,296,7HF,no-especificado,GAVILAN DE LA PASCUA,Aeródromo,5.1166,-70.3806,La Primavera,Vichada,RESGUARDO INDIGENA ORIPGA,RES. INDIGENA ORIPGA,16,35,3500,419,"7,257,000",1A,Aerocivil,99524,99,2015-01-01,2015-12-31,N,2015
595,297,7HG,no-especificado,DOROTEA B1,Aeródromo,5.5122,-71.0248,Paz de Ariporo,Casanare,NEW GRANADA ENERGY,NEW GRANADA ENERGY,11,2,no-especificado,404,"2,362,000",2A,Público,85250,85,2015-01-01,2015-12-31,N,2015
596,298,7HH,no-especificado,HORIZONTES,Aeródromo,7.0017,-73.1037,Piedecuesta,Santander,DESARROLLOS METROPOLITANOS,DESARROLLOS METROPOLITANOS,949,1,3500,4195,"5,186,000",1A,Privado,68547,68,2015-01-01,2015-12-31,N,2015
597,299,7HJ,no-especificado,MACOLLA,Aeródromo,4.7713,-72.0714,Maní,Casanare,GRAMERCY S.A.S.,AGROPECUARIA CACOLLA S.A.S.,386,0,5000,548,"2,134,000",1A,Aerocivil,85139,85,2015-01-01,2015-12-31,N,2015
598,300,7HK,no-especificado,MULETOS- CA,Aeródromo,4.5549,-72.1753,Maní,Casanare,MULETOS S.A.S.,MULETOS S.A.S.,822,2,500,790,"2,142,000",UL,Privado,85139,85,2015-01-01,2015-12-31,N,2015
599,301,7HL,no-especificado,LA MAPORA,Aeródromo,5.6459,-71.9887,Pore,Casanare,PAULA ANDREA CANO A.,PAULA ANDREA CANO,209,18,500,497,"2,199,000",1A,Público,85263,85,2015-01-01,2015-12-31,N,2015
600,302,7HM,no-especificado,LLANO CAUCHO,Aeródromo,4.4355,-70.6954,Cumaribo,Vichada,AGROINDUSTRIALES DEL ORIENTE,AGROINVERSIONES DEL ORIENTE S.A.S,176,11,12000,434,"5,189,000",1A,Aerocivil,99773,99,2015-01-01,2015-12-31,N,2015
601,303,7HN,no-especificado,ARMENIA,Aeródromo,5.787,-70.1835,Paz de Ariporo,Casanare,LUIS JOSE CALA LOPEZ,LUIS JOSE CALA LOPEZ,361,0,3000,380,"4,734,000",1A,Privado,85250,85,2015-01-01,2015-12-31,N,2015
602,304,7HO,no-especificado,EDGAR CALDAS POTES-CA,Aeródromo,3.9159,-76.4813,Calima,Valle del Cauca,ALEJANDRO A. CALDAS V.,ALEJANDRO A. CALDAS V.,861,14,400,1462,"1,311,000",1A,Fumigación,76126,76,2015-01-01,2015-12-31,N,2015
603,305,7HQ,no-especificado,GENERAL ADELMO RUIZ M.,Aeródromo,4.35,-74.7511,Ricaurte,Cundinamarca,EDUARDO A. VIVEROS,ACAF,124,53,500,987,"46,000",1A,Fumigación,25612,25,2015-01-01,2015-12-31,N,2015
604,306,7HR,no-especificado,RANCHO COLIBRI - CA,Aeródromo,4.4586,-76.1258,Roldanillo,Valle del Cauca,HENRY D. F. ORTIZ SILVA,HENRY D. F. ORTIZ SILVA,27,0,500,3083,"7,091,000",1A,Aerocivil,76622,76,2015-01-01,2015-12-31,N,2015
605,307,7HS,no-especificado,CASTILLO - CA,Aeródromo,10.4089,-74.9963,Manatí,Atlántico,DIANA MARIA SOLANO D.,DIANA MARIA SOLANO D.,15,28,500,20,"706,000",1A,Privado,8436,8,2015-01-01,2015-12-31,N,2015
606,308,7HT,no-especificado,MANARE,Aeródromo,5.9761,-70.1575,Paz de Ariporo,Casanare,HERNAN GOMEZ NIÑO,HERNAN GOMEZ NIÑO,302,65,4000,334,"1,577,000",1A,Privado,85250,85,2015-01-01,2015-12-31,N,2015
607,309,7HU,no-especificado,GUANAGUANARE,Aeródromo,5.4739,-69.9014,La Primavera,Vichada,INVERSIONES GUANAGUANARE,INV. GUANAGUANARE,504,10,5000,400,"2,132,000",1A,Aerocivil,99524,99,2015-01-01,2015-12-31,N,2015
608,310,7HV,no-especificado,LA BENDICION,Aeródromo,6.0627,-69.1783,La Primavera,Vichada,SERGIO ANDRES ESPINOSA F.,SERGIO A. ESPINOSA FLOREZ,3312,41,5000,360,"2,498,000",1A,Fumigación,99524,99,2015-01-01,2015-12-31,N,2015
609,311,7HW,no-especificado,CABARALEZ,Aeródromo,7.3283,-73.7965,Puerto Wilches,Santander,RICARDO FIGUEREDO M.,RICARDO FOGUEREDO M.,811,0,3500,324,"3,060,000",1A,Privado,68575,68,2015-01-01,2015-12-31,N,2015
610,312,7HX,no-especificado,PIVIJAY,Aeródromo,5.1288,-69.9716,La Primavera,Vichada,FERNANDO CUSTAS PATACON,FERNANDO CUSTAS P.,16,3,3500,426,"3,063,000",1A,Público,99524,99,2015-01-01,2015-12-31,N,2015
611,313,7HY,no-especificado,HOTEL DEL CAMPO - CA,Aeródromo,4.6123,-75.8132,Quimbaya,Quindío,JUAN B. URIBE S.,LUIS BERRENECHE RIVERA,119,6,500,3828,"2,492,000",1A,Fumigación,63594,63,2015-01-01,2015-12-31,N,2015
612,314,7HZ,no-especificado,MAXIMENA,Aeródromo,4.4723,-72.1094,Maní,Casanare,PALMERAS MAXIMENA S.A.S,PALMERAS MAXIMENA,2193,1,5000,426,"4,213,000",1A,Aerocivil,85139,85,2015-01-01,2015-12-31,N,2015
613,315,7IA,no-especificado,MURIBA,Aeródromo,4.5809,-72.2551,Maní,Casanare,VITIS OLEI S.A.S.,VITIS OLEI S.A.S.,704,51,5000,432,"4,214,000",1A,Aerocivil,85139,85,2015-01-01,2015-12-31,N,2015
614,316,7IB,no-especificado,MAJAGUILLO,Aeródromo,4.832,-71.6902,Orocué,Casanare,FELIPE GOMEZ H. y CIA.,FELIPE GOMEZ H. y CIA.,593,11,4800,499,"5,386,000",1A,Aerocivil,85230,85,2015-01-01,2015-12-31,N,2015
615,317,7IC,no-especificado,VOLAR COLOMBIA,Aeródromo,5.7735,-75.603,La Pintada,Antioquia,CRISTIAN CAMILO MONCADA A.,CRISTIAN C. MONCADA A.,32,4,500,2559,"11,000",1A,Público,5390,5,1900-01-01,2015-12-31,N,2015
616,318,7ID,no-especificado,LA MACOYA,Aeródromo,5.2262,-72.1478,Yopal,Casanare,ELSON HERNANDO SIERRA,ELSON H. SIERRA QUICENO,717,11,3000,474,"9,000",1A,Privado,85001,85,1900-01-01,2015-12-31,N,2015
617,319,7IE,no-especificado,LIMA,Aeródromo,10.3794,-74.1114,Fundación,Magdalena,JORGE SOLANO RECIO,JORGE SOLANO RECIO,20,29,3500,395,"10,000",1A,Aerocivil,47288,47,1900-01-01,2015-12-31,N,2015
618,320,7IF,no-especificado,LOS VENADOS,Aeródromo,5.0666,-69.9988,La Primavera,Vichada,GUILLERMO FRANCO RESTREPO,GUILLERMO FRANCO R.,764,10,6500,475,"515,000",2A,Público,99524,99,1900-01-01,2015-12-31,N,2015
619,321,7IG,no-especificado,LA FORTUNA 1,Aeródromo,3.611,-72.3412,San Martín,Meta,LUIS C. CASTRO M.,RAFAEL FDO. GAVIRIA A.,1289,31,4000,482,"640,000",1A,Fumigación,50689,50,1900-01-01,2015-12-31,N,2015
620,322,7IH,no-especificado,LOS KIOSCOS,Aeródromo,3.4747,-72.2349,Puerto Gaitán,Meta,MARTHA I. PABON PADILLA,MARTHA I. PABON PADILLA,1361,21,5000,770,"690,000",1A,Aerocivil,50568,50,1900-01-01,2015-12-31,N,2015
621,323,7II,ECO,EL ENCANTO,Aeródromo,-1.7525,-73.2058,El Encanto,Amazonas,GOBERNACION,GOBERNACION,54,34,5000,406,"830,000",1A,Privado,91263,91,1900-01-01,2015-12-31,N,2015
622,324,7IJ,no-especificado,LA LORENA,Aeródromo,5.6092,-70.421,Paz de Ariporo,Casanare,BUSHIRO TAKEMOTO,BUSHIRO TAKEMOTO,1264,1,3000,347,"1,443,000",1A,Privado,85250,85,1900-01-01,2015-12-31,N,2015
623,325,7NP,no-especificado,EL CAIRANO,Aeródromo,10.7124,-75.2649,Santa Catalina,Bolívar,CARLOS E. GUERRERO,ENRIQUE MORALES NUÑEZ,0,36,400,30,"998,000",UL,Aerocivil,13673,13,2015-01-01,2015-12-31,N,2015
624,326,7NQ,no-especificado,EL PARAISO,Aeródromo,5.1826,-69.6303,La Primavera,Vichada,RUBEN D. VELASQUEZ,RUBEN D. VELASQUEZ,11,43,3000,387,"5,533,000",1A,Fumigación,99524,99,2015-01-01,2015-12-31,N,2015
625,327,7NR,no-especificado,NUEVA ROMA,Aeródromo,9.968,-74.3303,Plato,Magdalena,JORGE SOLANO RECIO,JORGE SOLANO RECIO,620,20,3000,462,"4,503,000",1A,Aerocivil,47555,47,2015-01-01,2015-12-31,N,2015
626,328,7NS,no-especificado,JAGUAR,Aeródromo,4.2161,-72.0275,Puerto Gaitán,Meta,CEPCOLSA,CEPCOLSA,923,50,no-especificado,650,"4,940,000",2B,Aerocivil,50568,50,2015-01-01,2015-12-31,N,2015
627,329,7NT,no-especificado,OCELOTE,Aeródromo,4.2751,-71.6123,Puerto Gaitán,Meta,HOCOL S.A.,HOCOL S.A.,2797,30,no-especificado,690,"5,922,000",2B,Fumigación,50568,50,2015-01-01,2015-12-31,N,2015
628,330,9AA,no-especificado,BONAIRE  - CA,Aeródromo,8.2851,-75.0505,Ayapel,Córdoba,INDUSTRIAS DIPSA S.A.S.,INDUSTRIAS DIPSA S.A.S.,505,17,500,100,"8,000",UL,Fumigación,23068,23,1900-01-01,2015-12-31,N,2015
629,331,9AB,no-especificado,GETSEMANI,Aeródromo,6.1506,-70.0294,Hato Corozal,Casanare,MUNICIPIO,MUNICIPIO,102,3,2000,304,"2,220,000",1A,Aerocivil,85125,85,2015-01-01,2015-12-31,N,2015
630,332,9AC,no-especificado,MARIA ALEJANDRA,Aeródromo,5.0054,-72.3959,Nunchía,Casanare,CIRO GUILLERMO VEGA N.,SAMBA LTDA.,1459,6,2000,734,"2,493,000",1A,Fumigación,85225,85,2015-01-01,2015-12-31,N,2015
631,333,9AD,no-especificado,URACA - CA.,Aeródromo,11.0062,-74.9224,Puerto Colombia,Atlántico,NORA CARVAJALINO,ALAS DEL CARIBE,398,16,800,204,"5,624,000",UL,Privado,8573,8,2015-01-01,2015-12-31,N,2015
632,334,9AH,no-especificado,SAN ROQUE  - CA.,Aeródromo,4.0039,-76.2209,San Pedro,Valle del Cauca,IRMA HERNANDEZ DE M.,JAKOB OLIVIER,693,3,400,3366,"5,622,000",UL,Privado,76670,76,2015-01-01,2015-12-31,N,2015
633,335,9AI,no-especificado,CAÑO GARZA,Aeródromo,5.5917,-71.5894,Paz de Ariporo,Casanare,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,508,27,12202,530,"933,000",1A,Público,85250,85,1900-01-01,2015-12-31,N,2015
634,336,9AJ,no-especificado,SAN LUIS DE PACA,Aeródromo,0.8744,-70.3464,Mitú,Vaupés,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,1392,19,1650,590,"3,423,000",1A,Aerocivil,97001,97,2015-01-01,2015-12-31,N,2015
635,337,9AK,no-especificado,CANANARI,Aeródromo,0.545,-70.9286,Mitú,Vaupés,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,669,5,1650,780,"3,423,000",1A,Aerocivil,97001,97,2015-01-01,2015-12-31,N,2015
636,338,9AN,no-especificado,MARAREY,Aeródromo,4.8281,-71.0808,Orocué,Casanare,JULIAN VALENCIA I. Y OTROS,JULIAN VALENCIA I. Y OTROS,0,1,4800,498,"2,001,000",1A,Público,85230,85,2015-01-01,2015-12-31,N,2015
637,339,9AO,no-especificado,SANTA CLARA,Aeródromo,4.4172,-72.7744,Sabanalarga,Casanare,ARMANDO SANCHEZ M.,TAES LTDA.,669,7,2500,610,"2,137,000",1A,Aerocivil,85300,85,2015-01-01,2015-12-31,N,2015
638,340,9AR,no-especificado,SAN PABLO,Aeródromo,-0.7831,-70.3228,Mitú,Vaupés,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,273,6,1650,550,"3,423,000",1A,Aerocivil,97001,97,2015-01-01,2015-12-31,N,2015
639,341,9AS,no-especificado,SIRENAS,Aeródromo,5.2541,-71.1576,Trinidad,Casanare,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,364,10,5000,443,"3,058,000",1A,Fumigación,85430,85,2015-01-01,2015-12-31,N,2015
640,342,9AT,no-especificado,COROCITO,Aeródromo,3.9507,-72.2186,Puerto López,Meta,AGROINVERSIONES COROCITO,AGROINVERSIONES COROCITO,1156,3,3000,544,"1,838,000",1A,Fumigación,50573,50,2015-01-01,2015-12-31,N,2015
641,343,9AU,no-especificado,LAS FURIAS,Aeródromo,5.4039,-72.1228,Nunchía,Casanare,MAURICIO CALA PEREZ,SFA LTDA.,325,2,2000,688,"5,611,000",1A,Aerocivil,85225,85,2015-01-01,2015-12-31,N,2015
642,344,9AV,no-especificado,EL NOGAL,Aeródromo,3.9883,-73.2994,Villavicencio,Meta,GLORIA L.TIUSO,AEROTEC LTDA.,1264,5,2000,817,"4,739,000",1A,Fumigación,50001,50,2015-01-01,2015-12-31,N,2015
